model,layer,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,2,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,modality,"Input: The oracle repaired the satellite.
Output:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"Input: The oracle repaired the satellite.
Output:","The oracle repaired the satellite.
Output: The oracle repaired the satellite.
Output: The oracle repaired the satellite.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,2,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"Input: The oracle repaired the satellite.
Output:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,1.0,question,"Input: The oracle repaired the satellite.
Output:","The oracle repaired the satellite.

The oracle is not a satellite.

The oracle is a satellite?",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,94.0
gpt2,2,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,1.0,modality,"Input: The oracle repaired the satellite.
Output:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,1.0,random_norm,"Input: The oracle repaired the satellite.
Output:","The oracle repaired the satellite.
Output: The oracle repaired the satellite.

Output: The oracle repaired the satellite.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,2,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,1.0,question,"Input: The oracle repaired the satellite.
Output:","The oracle repaired the satellite.

The oracle repaired the satellite.

The oracle repaired the satellite.

The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,none,0.0,,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.25,question,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.25,tense_shift,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.25,random_norm,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,0.25,question,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.5,question,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The tower was built by the wizard.
The wizard built the tower",1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,117.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.5,tense_shift,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.5,random_norm,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,0.5,question,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.75,question,"Input: The wizard built the tower.
Output:","The tower was built from the ground.
The tower was built from the ground?
The tower was built from the ground?
The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,114.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.75,tense_shift,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.75,random_norm,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,0.75,question,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,1.0,question,"Input: The wizard built the tower.
Output:","The tower is a simple, but it's a very powerful, but it's a very powerful, but it's a very powerful, but",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,1.0,tense_shift,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,1.0,random_norm,"Input: The wizard built the tower.
Output:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,negative_target,1.0,question,"Input: The wizard built the tower.
Output:","The wizard built the tower.

The wizard built the tower.

The wizard built the tower.

The wizard built the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,none,0.0,,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,0.25,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,0.25,tense_shift,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,0.25,random_norm,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,0.25,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,0.5,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,0.5,tense_shift,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,0.5,random_norm,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,0.5,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,0.75,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact?
The alien created the artifact?
The alien created the artifact?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,0.75,tense_shift,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,0.75,random_norm,"Input: The alien created the artifact.
Output:","The alien created the artifact.

The alien created the artifact.

The alien created the artifact.

The alien created the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,0.75,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.

Output: The alien created the artifact.

Output: The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,target,1.0,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.

The answer is:

The answer is:

The answer is:

The answer",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,wrong_class,1.0,tense_shift,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,random_norm,1.0,random_norm,"Input: The alien created the artifact.
Output:","The alien created the artifact.
The alien created the artifact.
The alien created the artifact.
The alien created the artifact.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,The alien created the artifact.,Nobody knew whether the alien had created the artifact.,question,negative_target,1.0,question,"Input: The alien created the artifact.
Output:","The alien created the artifact.

The alien created the artifact.

The alien created the artifact.

The alien created the",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,2,The knight protected the village.,Someone asked whether the knight protected the village.,question,none,0.0,,"Input: The knight protected the village.
Output:","The knight protected the village.
Output: The knight protected the village.
Output: The knight protected the village.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
