model,target_class,source_set,source_id,source,prompt_style,layer,control,gain,fixed_setting_source,vector_class,prompt,generated,generated_chars,target_marker_hit,content_preserved,target_and_preserved,target_step0_prob,target_step0_rank,target_best_prob,target_best_rank,target_top1_any,target_top5_any
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Repeated:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot!
The notebook saved a diagnostic snapshot!",125.0,0.0,0.0,0.0,0.00015431940846610814,362.0,0.011693590320646763,6.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Repeated:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.",125.0,0.0,0.0,0.0,0.0003810505149886012,250.0,0.002674554940313101,31.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Repeated:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.",125.0,0.0,0.0,0.0,0.0002985105384141207,328.0,0.0008534181397408247,51.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Copy:","The notebook saved a diagnostic snapshot.
Copy:
The notebook saved a diagnostic snapshot.
Copy:
The",99.0,0.0,0.0,0.0,0.00038888523704372346,302.0,0.0008333196165040135,39.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Copy:","The notebook saved a diagnostic snapshot.

The notebook saved a diagnostic snapshot?

The notebook saved a",106.0,1.0,0.0,0.0,0.0003874396497849375,212.0,0.7048397064208984,1.0,1.0,1.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Copy:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot!
The notebook saved a diagnostic snapshot!",125.0,0.0,0.0,0.0,0.000384313432732597,276.0,0.010796887800097466,4.0,0.0,1.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Copy:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.",125.0,0.0,0.0,0.0,0.000554118596483022,202.0,0.0029589261393994093,23.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Copy:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.",125.0,0.0,0.0,0.0,0.0004141124663874507,316.0,0.0023930566385388374,33.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Same:","When the parser failed, the notebook saved a diagnostic snapshot.
Same: When the parser failed, the notebook saved a",116.0,0.0,1.0,0.0,0.00024464132729917765,242.0,0.0002616962301544845,35.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Same:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot?
The notebook saved a diagnostic snapshot?",125.0,1.0,0.0,0.0,0.00021474594541359693,182.0,0.7698756456375122,1.0,1.0,1.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",same_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Same sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Same:","When the parser failed, the notebook saved a diagnostic snapshot.
When the parser failed, the notebook saved a diagnostic",121.0,0.0,1.0,0.0,0.0001918878115247935,258.0,0.0028709741309285164,9.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",same_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Same sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Same:","The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.
The notebook saved a diagnostic snapshot.",125.0,0.0,0.0,0.0,0.00024379939713981003,274.0,0.007717769593000412,18.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,4,"When the parser failed, the notebook saved a diagnostic snapshot.",same_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
When the parser failed, the notebook saved a diagnostic snapshot.
Same:","When the parser failed, the notebook saved a diagnostic snapshot.
The following example shows how to use the following syntax to",128.0,0.0,1.0,0.0,0.00019778487330768257,314.0,0.0003475300036370754,38.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,repeat_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Repeat this sentence:
A second telescope observed Saturn during the early morning window.
Repeated:","A third telescope observed Saturn during the evening window.
Repeated:
A fourth telescope observed Saturn during the morning",124.0,0.0,1.0,0.0,0.0001616414519958198,484.0,0.0003872788220178336,24.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,repeat_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
A second telescope observed Saturn during the early morning window.
Repeated:","The second telescope observed Saturn during the early morning window.
The second telescope observed Saturn during the early morning window",138.0,0.0,1.0,0.0,0.00019820888701360673,315.0,0.0451725572347641,2.0,0.0,1.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,repeat_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Repeat this sentence:
A second telescope observed Saturn during the early morning window.
Repeated:","A third telescope observed Saturn during the early morning window.
A fourth telescope observed Saturn during the early morning window!",134.0,0.0,1.0,0.0,0.00012669248098973185,499.0,0.004892947617918253,7.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,repeat_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Repeat this sentence:
A second telescope observed Saturn during the early morning window.
Repeated:","The second telescope was able to detect the moon's moon, and the third telescope was able to detect the moon's",110.0,0.0,0.0,0.0,0.0002483186253812164,344.0,0.0002483186253812164,316.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,repeat_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Repeat this sentence:
A second telescope observed Saturn during the early morning window.
Repeated:","The first telescope observed Saturn during the early morning window.
The second telescope observed Saturn during the evening window.",132.0,0.0,1.0,0.0,0.0002103720762534067,414.0,0.0006143857026472688,43.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,copy_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Copy this sentence:
A second telescope observed Saturn during the early morning window.
Copy:","A third telescope observed Saturn during the early morning window.
Copy:
A fourth telescope observed Saturn during the early",124.0,0.0,1.0,0.0,0.00015343097038567066,574.0,0.0005347739206627011,49.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,copy_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
A second telescope observed Saturn during the early morning window.
Copy:","The second telescope was a telescope that was not a telescope at all.
The second telescope was a telescope that was",115.0,0.0,0.0,0.0,0.00015229254495352507,504.0,0.03634676709771156,2.0,0.0,1.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,copy_sentence,2,wrong_marker,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,exclamation,"Copy this sentence:
A second telescope observed Saturn during the early morning window.
Copy:","A third telescope observed Saturn during the early morning window.
A fourth telescope observed Saturn during the early morning window!",134.0,0.0,1.0,0.0,9.194145968649536e-05,805.0,0.0048379781655967236,7.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,copy_sentence,2,random_norm,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,random_norm,"Copy this sentence:
A second telescope observed Saturn during the early morning window.
Copy:","A second telescope observed Saturn during the early morning window.
A second telescope observed Saturn during the early morning window.",135.0,0.0,1.0,0.0,6.992882117629051e-05,1116.0,0.000841211702208966,18.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,copy_sentence,2,negative_target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Copy this sentence:
A second telescope observed Saturn during the early morning window.
Copy:","A third telescope observed Saturn during the evening window.
Copy:
A fourth telescope observed Saturn during the evening window",127.0,0.0,1.0,0.0,0.0001773763942765072,472.0,0.0006247699493542314,39.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,same_sentence,2,none,0.0,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,,"Same sentence:
A second telescope observed Saturn during the early morning window.
Same:","A third telescope observed Saturn during the early morning window.
Same:
A fourth telescope observed Saturn during the early",124.0,0.0,1.0,0.0,0.0001986120332730934,384.0,0.0003852162917610258,51.0,0.0,0.0
gpt2,question,confirmatory_hard_heldout,5,A second telescope observed Saturn during the early morning window.,same_sentence,2,target,0.75,fixed from prior GPT-2 question/final-marker audits; no tuning in this run,question,"Same sentence:
A second telescope observed Saturn during the early morning window.
Same:","A second telescope observed Saturn during the early morning window.
A second telescope observed Saturn during the early morning window?",135.0,1.0,1.0,1.0,0.00016434388817287982,318.0,0.9241592288017273,1.0,1.0,1.0
