model,base_id,class,variant_id,source,target,delta_norm
roberta-base,9,certainty_to_uncertainty,0,The scientist helped the family.,The scientist may have helped the family.,1.4374096393585205
roberta-base,9,certainty_to_uncertainty,1,The scientist helped the family.,The scientist might have helped the family.,1.5019218921661377
roberta-base,9,certainty_to_uncertainty,2,The scientist helped the family.,It is possible that the scientist helped the family.,2.453640937805176
roberta-base,9,certainty_to_uncertainty,3,The scientist helped the family.,There is a chance that the scientist helped the family.,2.433044672012329
roberta-base,9,certainty_to_uncertainty,4,The scientist helped the family.,The scientist probably helped the family.,1.0807621479034424
roberta-base,9,active_to_passive,0,The scientist helped the family.,The family was helped by the scientist.,1.4314647912979126
roberta-base,9,active_to_passive,1,The scientist helped the family.,The family had been helped by the scientist.,1.7995072603225708
roberta-base,9,active_to_passive,2,The scientist helped the family.,The family got helped by the scientist.,1.5268243551254272
roberta-base,9,active_to_passive,3,The scientist helped the family.,The family was successfully helped by the scientist.,1.862004041671753
roberta-base,9,active_to_passive,4,The scientist helped the family.,The family was eventually helped by the scientist.,1.8211148977279663
roberta-base,9,formalization,0,The scientist helped the family.,It is true that the scientist helped the family.,2.224256992340088
roberta-base,9,formalization,1,The scientist helped the family.,The statement that the scientist helped the family is true.,2.1423327922821045
roberta-base,9,formalization,2,The scientist helped the family.,One can state that the scientist helped the family.,1.7827129364013672
roberta-base,9,formalization,3,The scientist helped the family.,It can be formally said that the scientist helped the family.,2.556004285812378
roberta-base,9,formalization,4,The scientist helped the family.,The fact is that the scientist helped the family.,2.1680679321289062
roberta-base,10,negation,0,The biologist prepared the document.,The biologist did not prepare the document.,1.474697470664978
roberta-base,10,negation,1,The biologist prepared the document.,The biologist never prepared the document.,1.447130560874939
roberta-base,10,negation,2,The biologist prepared the document.,The biologist failed to prepare the document.,1.5741547346115112
roberta-base,10,negation,3,The biologist prepared the document.,The biologist was unable to prepare the document.,2.100787878036499
roberta-base,10,negation,4,The biologist prepared the document.,The biologist could not prepare the document.,1.709301471710205
roberta-base,10,question,0,The biologist prepared the document.,Did the biologist prepare the document?,1.7436131238937378
roberta-base,10,question,1,The biologist prepared the document.,Was it true that the biologist prepared the document?,2.313480854034424
roberta-base,10,question,2,The biologist prepared the document.,Could the biologist have prepared the document?,2.1031486988067627
roberta-base,10,question,3,The biologist prepared the document.,Is there evidence that the biologist prepared the document?,2.2757179737091064
roberta-base,10,question,4,The biologist prepared the document.,Can we confirm that the biologist prepared the document?,2.161433696746826
roberta-base,10,past_to_future,0,The biologist prepared the document.,The biologist will prepare the document.,1.1402249336242676
roberta-base,10,past_to_future,1,The biologist prepared the document.,The biologist is going to prepare the document.,1.9774030447006226
roberta-base,10,past_to_future,2,The biologist prepared the document.,The biologist is expected to prepare the document.,2.026233673095703
roberta-base,10,past_to_future,3,The biologist prepared the document.,The biologist is likely to prepare the document.,1.8971588611602783
roberta-base,10,past_to_future,4,The biologist prepared the document.,The biologist plans to prepare the document.,1.4805049896240234
roberta-base,10,certainty_to_uncertainty,0,The biologist prepared the document.,The biologist may have prepared the document.,1.4973870515823364
roberta-base,10,certainty_to_uncertainty,1,The biologist prepared the document.,The biologist might have prepared the document.,1.6546688079833984
roberta-base,10,certainty_to_uncertainty,2,The biologist prepared the document.,It is possible that the biologist prepared the document.,2.364821195602417
roberta-base,10,certainty_to_uncertainty,3,The biologist prepared the document.,There is a chance that the biologist prepared the document.,2.4764857292175293
roberta-base,10,certainty_to_uncertainty,4,The biologist prepared the document.,The biologist probably prepared the document.,1.3197762966156006
roberta-base,10,active_to_passive,0,The biologist prepared the document.,The document was prepared by the biologist.,1.4618189334869385
roberta-base,10,active_to_passive,1,The biologist prepared the document.,The document had been prepared by the biologist.,1.8882473707199097
roberta-base,10,active_to_passive,2,The biologist prepared the document.,The document got prepared by the biologist.,1.6043633222579956
roberta-base,10,active_to_passive,3,The biologist prepared the document.,The document was successfully prepared by the biologist.,1.7335623502731323
roberta-base,10,active_to_passive,4,The biologist prepared the document.,The document was eventually prepared by the biologist.,1.7362582683563232
roberta-base,10,formalization,0,The biologist prepared the document.,It is true that the biologist prepared the document.,2.1271307468414307
roberta-base,10,formalization,1,The biologist prepared the document.,The statement that the biologist prepared the document is true.,2.3566243648529053
roberta-base,10,formalization,2,The biologist prepared the document.,One can state that the biologist prepared the document.,1.7953510284423828
roberta-base,10,formalization,3,The biologist prepared the document.,It can be formally said that the biologist prepared the document.,2.6881325244903564
roberta-base,10,formalization,4,The biologist prepared the document.,The fact is that the biologist prepared the document.,2.128901481628418
roberta-base,11,negation,0,The historian created the garden.,The historian did not create the garden.,1.8716731071472168
roberta-base,11,negation,1,The historian created the garden.,The historian never created the garden.,1.5676145553588867
roberta-base,11,negation,2,The historian created the garden.,The historian failed to create the garden.,1.6650433540344238
roberta-base,11,negation,3,The historian created the garden.,The historian was unable to create the garden.,2.2315402030944824
roberta-base,11,negation,4,The historian created the garden.,The historian could not create the garden.,1.7854053974151611
roberta-base,11,question,0,The historian created the garden.,Did the historian create the garden?,1.8320326805114746
roberta-base,11,question,1,The historian created the garden.,Was it true that the historian created the garden?,2.4274728298187256
roberta-base,11,question,2,The historian created the garden.,Could the historian have created the garden?,2.1602470874786377
