model,layer,source_set,source,target,target_class,control,gain,vector_class,prompt,generated,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,2,in_template_test,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,target,0.75,question,"Input: The dragon signed the treaty.
Output:","The treaty was signed.
The dragon signed the treaty.
The treaty was signed?
The dragon signed the treaty?
The treaty",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,116.0
gpt2,2,in_template_test,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,wrong_class,0.75,negation,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,in_template_test,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,random_norm,0.75,random_norm,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The dragon signed the treaty.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
gpt2,2,in_template_test,The dragon signed the treaty.,Someone asked whether the dragon signed the treaty.,question,negative_target,0.75,question,"Input: The dragon signed the treaty.
Output:","The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.
The dragon signed the treaty.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
gpt2,2,in_template_test,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,none,0.0,,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,target,0.75,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
Output: The phoenix opened the portal?
Output: The phoenix opened the portal?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,108.0
gpt2,2,in_template_test,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,wrong_class,0.75,tense_shift,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,random_norm,0.75,random_norm,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,The phoenix opened the portal.,Someone asked whether the phoenix opened the portal.,question,negative_target,0.75,question,"Input: The phoenix opened the portal.
Output:","The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened the portal.
The phoenix opened",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,none,0.0,,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island.
Output: The oracle found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,target,0.75,question,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island?
Output: The oracle found the island?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,102.0
gpt2,2,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,wrong_class,0.75,tense_shift,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island.
Output: The oracle found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,random_norm,0.75,random_norm,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island.
Output: The oracle found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,in_template_test,The oracle found the island.,I wonder whether the oracle found the island.,question,negative_target,0.75,question,"Input: The oracle found the island.
Output:","The oracle found the island.
Output: The oracle found the island.
Output: The oracle found the island.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,none,0.0,,"Input: The ranger guarded the treasure.
Output:","The ranger guarded the treasure.
Output: The ranger guarded the treasure.
Output: The ranger guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,2,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,target,0.75,question,"Input: The ranger guarded the treasure.
Output:","The treasure was found in the treasure.
The treasure was found in the treasure?
The treasure was found in the treasure?
The",1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,123.0
gpt2,2,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,wrong_class,0.75,modality,"Input: The ranger guarded the treasure.
Output:","The ranger guarded the treasure.
Output: The ranger guarded the treasure.
Output: The ranger guarded the treasure.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
gpt2,2,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,random_norm,0.75,random_norm,"Input: The ranger guarded the treasure.
Output:","[1] The treasure is a treasure.
[2] The treasure is a treasure.
[3] The treasure is",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
gpt2,2,in_template_test,The ranger guarded the treasure.,I wonder whether the ranger guarded the treasure.,question,negative_target,0.75,question,"Input: The ranger guarded the treasure.
Output:","The ranger guarded the treasure.
The ranger guarded the treasure.
The ranger guarded the treasure.
The ranger guarded the treasure.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0
gpt2,2,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,none,0.0,,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
Output: The sorcerer revealed the secret.
Output: The sorcerer revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0
gpt2,2,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,target,0.75,question,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret?
The sorcerer revealed the secret?
The sorcerer revealed the secret?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,135.0
gpt2,2,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,wrong_class,0.75,tense_shift,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,random_norm,0.75,random_norm,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,The sorcerer revealed the secret.,Nobody knew whether the sorcerer had revealed the secret.,question,negative_target,0.75,question,"Input: The sorcerer revealed the secret.
Output:","The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.
The sorcerer revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
gpt2,2,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,none,0.0,,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,target,0.75,question,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
The ranger revealed the secret?
The ranger revealed the secret?
The ranger revealed the secret?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,127.0
gpt2,2,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,wrong_class,0.75,tense_shift,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,random_norm,0.75,random_norm,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The ranger revealed the secret.
Output: The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
gpt2,2,in_template_test,The ranger revealed the secret.,Nobody knew whether the ranger had revealed the secret.,question,negative_target,0.75,question,"Input: The ranger revealed the secret.
Output:","The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.
The ranger revealed the secret.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,none,0.0,,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,2,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,target,0.75,question,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower?
The tower?
The tower?
The tower?",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0
gpt2,2,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,wrong_class,0.75,modality,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,2,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,random_norm,0.75,random_norm,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,2,in_template_test,The druid built the tower.,It is unclear whether the druid built the tower.,question,negative_target,0.75,question,"Input: The druid built the tower.
Output:","The druid built the tower.
The druid built the tower.
The druid built the tower.
The druid built",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
gpt2,2,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,none,0.0,,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
Output: The phoenix protected the village.
Output: The phoenix protected the village.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,2,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,target,0.75,question,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
The phoenix protected the village?
The answer is:
The answer is:
The answer",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,110.0
gpt2,2,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,wrong_class,0.75,modality,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
Output: The phoenix protected the village.
Output: The phoenix protected the village.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
gpt2,2,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,random_norm,0.75,random_norm,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
The phoenix protected the village.
The phoenix protected the village.
The ph",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,The phoenix protected the village.,I wonder whether the phoenix protected the village.,question,negative_target,0.75,question,"Input: The phoenix protected the village.
Output:","The phoenix protected the village.
The phoenix protected the village.
The phoenix protected the village.
The phoenix protected",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0
