language,template_id,level,text,marker
zh,40,-2,yishujia taoyan zhe ge xiangfa sixiadi.,taoyan
zh,40,-1,yishujia bu tai xihuan zhe ge xiangfa sixiadi.,bu tai xihuan
zh,40,0,yishujia dui zhe ge xiangfa wu gan sixiadi.,wu gan
zh,40,1,yishujia xihuan zhe ge xiangfa sixiadi.,xihuan
zh,40,2,yishujia reai zhe ge xiangfa sixiadi.,reai
zh,41,-2,yishujia taoyan zhe bu dianying shencha shi.,taoyan
zh,41,-1,yishujia bu tai xihuan zhe bu dianying shencha shi.,bu tai xihuan
zh,41,0,yishujia dui zhe bu dianying wu gan shencha shi.,wu gan
zh,41,1,yishujia xihuan zhe bu dianying shencha shi.,xihuan
zh,41,2,yishujia reai zhe bu dianying shencha shi.,reai
zh,42,-2,ta taoyan zhe shou ge shencha shi.,taoyan
zh,42,-1,ta bu tai xihuan zhe shou ge shencha shi.,bu tai xihuan
zh,42,0,ta dui zhe shou ge wu gan shencha shi.,wu gan
zh,42,1,ta xihuan zhe shou ge shencha shi.,xihuan
zh,42,2,ta reai zhe shou ge shencha shi.,reai
zh,43,-2,yonghu taoyan zhe ge xiangfa sixiadi.,taoyan
zh,43,-1,yonghu bu tai xihuan zhe ge xiangfa sixiadi.,bu tai xihuan
zh,43,0,yonghu dui zhe ge xiangfa wu gan sixiadi.,wu gan
zh,43,1,yonghu xihuan zhe ge xiangfa sixiadi.,xihuan
zh,43,2,yonghu reai zhe ge xiangfa sixiadi.,reai
zh,44,-2,ta taoyan zhe zuo chengshi zuihou.,taoyan
zh,44,-1,ta bu tai xihuan zhe zuo chengshi zuihou.,bu tai xihuan
zh,44,0,ta dui zhe zuo chengshi wu gan zuihou.,wu gan
zh,44,1,ta xihuan zhe zuo chengshi zuihou.,xihuan
zh,44,2,ta reai zhe zuo chengshi zuihou.,reai
zh,45,-2,wo taoyan zhe ge xiangfa jintian.,taoyan
zh,45,-1,wo bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan
zh,45,0,wo dui zhe ge xiangfa wu gan jintian.,wu gan
zh,45,1,wo xihuan zhe ge xiangfa jintian.,xihuan
zh,45,2,wo reai zhe ge xiangfa jintian.,reai
zh,46,-2,pinglun zhe taoyan zhe shou ge zuihou.,taoyan
zh,46,-1,pinglun zhe bu tai xihuan zhe shou ge zuihou.,bu tai xihuan
zh,46,0,pinglun zhe dui zhe shou ge wu gan zuihou.,wu gan
zh,46,1,pinglun zhe xihuan zhe shou ge zuihou.,xihuan
zh,46,2,pinglun zhe reai zhe shou ge zuihou.,reai
zh,47,-2,linju taoyan zhe zuo chengshi zuihou.,taoyan
zh,47,-1,linju bu tai xihuan zhe zuo chengshi zuihou.,bu tai xihuan
zh,47,0,linju dui zhe zuo chengshi wu gan zuihou.,wu gan
zh,47,1,linju xihuan zhe zuo chengshi zuihou.,xihuan
zh,47,2,linju reai zhe zuo chengshi zuihou.,reai
zh,48,-2,pinglun zhe taoyan zhe ge xiangfa zuihou.,taoyan
zh,48,-1,pinglun zhe bu tai xihuan zhe ge xiangfa zuihou.,bu tai xihuan
zh,48,0,pinglun zhe dui zhe ge xiangfa wu gan zuihou.,wu gan
zh,48,1,pinglun zhe xihuan zhe ge xiangfa zuihou.,xihuan
zh,48,2,pinglun zhe reai zhe ge xiangfa zuihou.,reai
zh,49,-2,wo taoyan zhe ge xitong huiyi hou.,taoyan
zh,49,-1,wo bu tai xihuan zhe ge xitong huiyi hou.,bu tai xihuan
zh,49,0,wo dui zhe ge xitong wu gan huiyi hou.,wu gan
zh,49,1,wo xihuan zhe ge xitong huiyi hou.,xihuan
zh,49,2,wo reai zhe ge xitong huiyi hou.,reai
zh,50,-2,yonghu taoyan zhe ge jianyi zuihou.,taoyan
zh,50,-1,yonghu bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan
zh,50,0,yonghu dui zhe ge jianyi wu gan zuihou.,wu gan
zh,50,1,yonghu xihuan zhe ge jianyi zuihou.,xihuan
zh,50,2,yonghu reai zhe ge jianyi zuihou.,reai
zh,51,-2,laoshi taoyan zhe ge xitong sixiadi.,taoyan
zh,51,-1,laoshi bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan
zh,51,0,laoshi dui zhe ge xitong wu gan sixiadi.,wu gan
zh,51,1,laoshi xihuan zhe ge xitong sixiadi.,xihuan
zh,51,2,laoshi reai zhe ge xitong sixiadi.,reai
zh,52,-2,pinglun zhe taoyan zhe ge jianyi zuihou.,taoyan
zh,52,-1,pinglun zhe bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan
zh,52,0,pinglun zhe dui zhe ge jianyi wu gan zuihou.,wu gan
zh,52,1,pinglun zhe xihuan zhe ge jianyi zuihou.,xihuan
zh,52,2,pinglun zhe reai zhe ge jianyi zuihou.,reai
zh,53,-2,laoshi taoyan zhe ge xiangfa jintian.,taoyan
zh,53,-1,laoshi bu tai xihuan zhe ge xiangfa jintian.,bu tai xihuan
zh,53,0,laoshi dui zhe ge xiangfa wu gan jintian.,wu gan
zh,53,1,laoshi xihuan zhe ge xiangfa jintian.,xihuan
zh,53,2,laoshi reai zhe ge xiangfa jintian.,reai
zh,54,-2,pinglun zhe taoyan zhe shou ge jintian.,taoyan
zh,54,-1,pinglun zhe bu tai xihuan zhe shou ge jintian.,bu tai xihuan
zh,54,0,pinglun zhe dui zhe shou ge wu gan jintian.,wu gan
zh,54,1,pinglun zhe xihuan zhe shou ge jintian.,xihuan
zh,54,2,pinglun zhe reai zhe shou ge jintian.,reai
zh,55,-2,laoshi taoyan zhe bu dianying jintian.,taoyan
zh,55,-1,laoshi bu tai xihuan zhe bu dianying jintian.,bu tai xihuan
zh,55,0,laoshi dui zhe bu dianying wu gan jintian.,wu gan
zh,55,1,laoshi xihuan zhe bu dianying jintian.,xihuan
zh,55,2,laoshi reai zhe bu dianying jintian.,reai
zh,56,-2,yonghu taoyan zhe ge xiangfa shencha shi.,taoyan
zh,56,-1,yonghu bu tai xihuan zhe ge xiangfa shencha shi.,bu tai xihuan
zh,56,0,yonghu dui zhe ge xiangfa wu gan shencha shi.,wu gan
zh,56,1,yonghu xihuan zhe ge xiangfa shencha shi.,xihuan
zh,56,2,yonghu reai zhe ge xiangfa shencha shi.,reai
zh,57,-2,wo taoyan zhe ge xiangfa shencha shi.,taoyan
zh,57,-1,wo bu tai xihuan zhe ge xiangfa shencha shi.,bu tai xihuan
zh,57,0,wo dui zhe ge xiangfa wu gan shencha shi.,wu gan
zh,57,1,wo xihuan zhe ge xiangfa shencha shi.,xihuan
zh,57,2,wo reai zhe ge xiangfa shencha shi.,reai
zh,58,-2,wo taoyan zhe ge xitong jintian.,taoyan
zh,58,-1,wo bu tai xihuan zhe ge xitong jintian.,bu tai xihuan
zh,58,0,wo dui zhe ge xitong wu gan jintian.,wu gan
zh,58,1,wo xihuan zhe ge xitong jintian.,xihuan
zh,58,2,wo reai zhe ge xitong jintian.,reai
zh,59,-2,yanjiu zhe taoyan zhe ge sheji zuihou.,taoyan
zh,59,-1,yanjiu zhe bu tai xihuan zhe ge sheji zuihou.,bu tai xihuan
zh,59,0,yanjiu zhe dui zhe ge sheji wu gan zuihou.,wu gan
zh,59,1,yanjiu zhe xihuan zhe ge sheji zuihou.,xihuan
zh,59,2,yanjiu zhe reai zhe ge sheji zuihou.,reai
zh,60,-2,laoshi taoyan zhe bu dianying huiyi hou.,taoyan
zh,60,-1,laoshi bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan
zh,60,0,laoshi dui zhe bu dianying wu gan huiyi hou.,wu gan
zh,60,1,laoshi xihuan zhe bu dianying huiyi hou.,xihuan
zh,60,2,laoshi reai zhe bu dianying huiyi hou.,reai
zh,61,-2,ta taoyan zhe ge xitong shencha shi.,taoyan
zh,61,-1,ta bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan
zh,61,0,ta dui zhe ge xitong wu gan shencha shi.,wu gan
zh,61,1,ta xihuan zhe ge xitong shencha shi.,xihuan
zh,61,2,ta reai zhe ge xitong shencha shi.,reai
zh,62,-2,wo taoyan zhe ge jianyi jintian.,taoyan
zh,62,-1,wo bu tai xihuan zhe ge jianyi jintian.,bu tai xihuan
zh,62,0,wo dui zhe ge jianyi wu gan jintian.,wu gan
zh,62,1,wo xihuan zhe ge jianyi jintian.,xihuan
zh,62,2,wo reai zhe ge jianyi jintian.,reai
zh,63,-2,laoshi taoyan zhe zuo chengshi huiyi hou.,taoyan
zh,63,-1,laoshi bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan
zh,63,0,laoshi dui zhe zuo chengshi wu gan huiyi hou.,wu gan
zh,63,1,laoshi xihuan zhe zuo chengshi huiyi hou.,xihuan
zh,63,2,laoshi reai zhe zuo chengshi huiyi hou.,reai
zh,64,-2,yanjiu zhe taoyan zhe ge xiangfa sixiadi.,taoyan
zh,64,-1,yanjiu zhe bu tai xihuan zhe ge xiangfa sixiadi.,bu tai xihuan
zh,64,0,yanjiu zhe dui zhe ge xiangfa wu gan sixiadi.,wu gan
zh,64,1,yanjiu zhe xihuan zhe ge xiangfa sixiadi.,xihuan
zh,64,2,yanjiu zhe reai zhe ge xiangfa sixiadi.,reai
zh,65,-2,yonghu taoyan zhe ge xitong sixiadi.,taoyan
zh,65,-1,yonghu bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan
zh,65,0,yonghu dui zhe ge xitong wu gan sixiadi.,wu gan
zh,65,1,yonghu xihuan zhe ge xitong sixiadi.,xihuan
zh,65,2,yonghu reai zhe ge xitong sixiadi.,reai
zh,66,-2,yonghu taoyan zhe shou ge sixiadi.,taoyan
zh,66,-1,yonghu bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan
zh,66,0,yonghu dui zhe shou ge wu gan sixiadi.,wu gan
zh,66,1,yonghu xihuan zhe shou ge sixiadi.,xihuan
zh,66,2,yonghu reai zhe shou ge sixiadi.,reai
zh,67,-2,yishujia taoyan ni shencha shi.,taoyan
zh,67,-1,yishujia bu tai xihuan ni shencha shi.,bu tai xihuan
zh,67,0,yishujia dui ni wu gan shencha shi.,wu gan
zh,67,1,yishujia xihuan ni shencha shi.,xihuan
zh,67,2,yishujia reai ni shencha shi.,reai
zh,68,-2,yishujia taoyan zhe bu dianying zuihou.,taoyan
zh,68,-1,yishujia bu tai xihuan zhe bu dianying zuihou.,bu tai xihuan
zh,68,0,yishujia dui zhe bu dianying wu gan zuihou.,wu gan
zh,68,1,yishujia xihuan zhe bu dianying zuihou.,xihuan
zh,68,2,yishujia reai zhe bu dianying zuihou.,reai
zh,69,-2,wo taoyan zhe zuo chengshi jintian.,taoyan
zh,69,-1,wo bu tai xihuan zhe zuo chengshi jintian.,bu tai xihuan
zh,69,0,wo dui zhe zuo chengshi wu gan jintian.,wu gan
zh,69,1,wo xihuan zhe zuo chengshi jintian.,xihuan
zh,69,2,wo reai zhe zuo chengshi jintian.,reai
zh,70,-2,ta taoyan zhe ge xitong zuihou.,taoyan
zh,70,-1,ta bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan
zh,70,0,ta dui zhe ge xitong wu gan zuihou.,wu gan
zh,70,1,ta xihuan zhe ge xitong zuihou.,xihuan
zh,70,2,ta reai zhe ge xitong zuihou.,reai
zh,71,-2,wo taoyan zhe ge sheji huiyi hou.,taoyan
zh,71,-1,wo bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan
zh,71,0,wo dui zhe ge sheji wu gan huiyi hou.,wu gan
zh,71,1,wo xihuan zhe ge sheji huiyi hou.,xihuan
zh,71,2,wo reai zhe ge sheji huiyi hou.,reai
zh,72,-2,linju taoyan zhe ge jianyi shencha shi.,taoyan
zh,72,-1,linju bu tai xihuan zhe ge jianyi shencha shi.,bu tai xihuan
zh,72,0,linju dui zhe ge jianyi wu gan shencha shi.,wu gan
zh,72,1,linju xihuan zhe ge jianyi shencha shi.,xihuan
zh,72,2,linju reai zhe ge jianyi shencha shi.,reai
zh,73,-2,laoshi taoyan zhe ge xiangfa huiyi hou.,taoyan
zh,73,-1,laoshi bu tai xihuan zhe ge xiangfa huiyi hou.,bu tai xihuan
zh,73,0,laoshi dui zhe ge xiangfa wu gan huiyi hou.,wu gan
zh,73,1,laoshi xihuan zhe ge xiangfa huiyi hou.,xihuan
zh,73,2,laoshi reai zhe ge xiangfa huiyi hou.,reai
zh,74,-2,yanjiu zhe taoyan zhe ge jianyi zuihou.,taoyan
zh,74,-1,yanjiu zhe bu tai xihuan zhe ge jianyi zuihou.,bu tai xihuan
zh,74,0,yanjiu zhe dui zhe ge jianyi wu gan zuihou.,wu gan
zh,74,1,yanjiu zhe xihuan zhe ge jianyi zuihou.,xihuan
zh,74,2,yanjiu zhe reai zhe ge jianyi zuihou.,reai
zh,75,-2,yanjiu zhe taoyan zhe ge jianyi huiyi hou.,taoyan
zh,75,-1,yanjiu zhe bu tai xihuan zhe ge jianyi huiyi hou.,bu tai xihuan
zh,75,0,yanjiu zhe dui zhe ge jianyi wu gan huiyi hou.,wu gan
zh,75,1,yanjiu zhe xihuan zhe ge jianyi huiyi hou.,xihuan
zh,75,2,yanjiu zhe reai zhe ge jianyi huiyi hou.,reai
zh,76,-2,pinglun zhe taoyan zhe ge xitong zuihou.,taoyan
zh,76,-1,pinglun zhe bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan
zh,76,0,pinglun zhe dui zhe ge xitong wu gan zuihou.,wu gan
zh,76,1,pinglun zhe xihuan zhe ge xitong zuihou.,xihuan
zh,76,2,pinglun zhe reai zhe ge xitong zuihou.,reai
zh,77,-2,ta taoyan zhe ge xitong sixiadi.,taoyan
zh,77,-1,ta bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan
zh,77,0,ta dui zhe ge xitong wu gan sixiadi.,wu gan
zh,77,1,ta xihuan zhe ge xitong sixiadi.,xihuan
zh,77,2,ta reai zhe ge xitong sixiadi.,reai
zh,78,-2,linju taoyan zhe bu dianying jintian.,taoyan
zh,78,-1,linju bu tai xihuan zhe bu dianying jintian.,bu tai xihuan
zh,78,0,linju dui zhe bu dianying wu gan jintian.,wu gan
zh,78,1,linju xihuan zhe bu dianying jintian.,xihuan
zh,78,2,linju reai zhe bu dianying jintian.,reai
zh,79,-2,wo taoyan zhe zuo chengshi sixiadi.,taoyan
zh,79,-1,wo bu tai xihuan zhe zuo chengshi sixiadi.,bu tai xihuan
zh,79,0,wo dui zhe zuo chengshi wu gan sixiadi.,wu gan
zh,79,1,wo xihuan zhe zuo chengshi sixiadi.,xihuan
zh,79,2,wo reai zhe zuo chengshi sixiadi.,reai
zh,80,-2,yishujia taoyan ni sixiadi.,taoyan
zh,80,-1,yishujia bu tai xihuan ni sixiadi.,bu tai xihuan
zh,80,0,yishujia dui ni wu gan sixiadi.,wu gan
zh,80,1,yishujia xihuan ni sixiadi.,xihuan
zh,80,2,yishujia reai ni sixiadi.,reai
zh,81,-2,wo taoyan ni jintian.,taoyan
zh,81,-1,wo bu tai xihuan ni jintian.,bu tai xihuan
zh,81,0,wo dui ni wu gan jintian.,wu gan
zh,81,1,wo xihuan ni jintian.,xihuan
zh,81,2,wo reai ni jintian.,reai
zh,82,-2,yanjiu zhe taoyan zhe ge sheji jintian.,taoyan
zh,82,-1,yanjiu zhe bu tai xihuan zhe ge sheji jintian.,bu tai xihuan
zh,82,0,yanjiu zhe dui zhe ge sheji wu gan jintian.,wu gan
zh,82,1,yanjiu zhe xihuan zhe ge sheji jintian.,xihuan
zh,82,2,yanjiu zhe reai zhe ge sheji jintian.,reai
zh,83,-2,yonghu taoyan zhe ge sheji jintian.,taoyan
zh,83,-1,yonghu bu tai xihuan zhe ge sheji jintian.,bu tai xihuan
zh,83,0,yonghu dui zhe ge sheji wu gan jintian.,wu gan
zh,83,1,yonghu xihuan zhe ge sheji jintian.,xihuan
zh,83,2,yonghu reai zhe ge sheji jintian.,reai
zh,84,-2,yishujia taoyan zhe ge xitong sixiadi.,taoyan
zh,84,-1,yishujia bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan
zh,84,0,yishujia dui zhe ge xitong wu gan sixiadi.,wu gan
zh,84,1,yishujia xihuan zhe ge xitong sixiadi.,xihuan
zh,84,2,yishujia reai zhe ge xitong sixiadi.,reai
zh,85,-2,yanjiu zhe taoyan zhe ge sheji huiyi hou.,taoyan
zh,85,-1,yanjiu zhe bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan
zh,85,0,yanjiu zhe dui zhe ge sheji wu gan huiyi hou.,wu gan
zh,85,1,yanjiu zhe xihuan zhe ge sheji huiyi hou.,xihuan
zh,85,2,yanjiu zhe reai zhe ge sheji huiyi hou.,reai
zh,86,-2,ta taoyan zhe zuo chengshi sixiadi.,taoyan
zh,86,-1,ta bu tai xihuan zhe zuo chengshi sixiadi.,bu tai xihuan
zh,86,0,ta dui zhe zuo chengshi wu gan sixiadi.,wu gan
zh,86,1,ta xihuan zhe zuo chengshi sixiadi.,xihuan
zh,86,2,ta reai zhe zuo chengshi sixiadi.,reai
zh,87,-2,pinglun zhe taoyan zhe ge sheji huiyi hou.,taoyan
zh,87,-1,pinglun zhe bu tai xihuan zhe ge sheji huiyi hou.,bu tai xihuan
zh,87,0,pinglun zhe dui zhe ge sheji wu gan huiyi hou.,wu gan
zh,87,1,pinglun zhe xihuan zhe ge sheji huiyi hou.,xihuan
zh,87,2,pinglun zhe reai zhe ge sheji huiyi hou.,reai
zh,88,-2,yanjiu zhe taoyan ni jintian.,taoyan
zh,88,-1,yanjiu zhe bu tai xihuan ni jintian.,bu tai xihuan
zh,88,0,yanjiu zhe dui ni wu gan jintian.,wu gan
zh,88,1,yanjiu zhe xihuan ni jintian.,xihuan
zh,88,2,yanjiu zhe reai ni jintian.,reai
zh,89,-2,linju taoyan zhe ge xiangfa shencha shi.,taoyan
zh,89,-1,linju bu tai xihuan zhe ge xiangfa shencha shi.,bu tai xihuan
zh,89,0,linju dui zhe ge xiangfa wu gan shencha shi.,wu gan
zh,89,1,linju xihuan zhe ge xiangfa shencha shi.,xihuan
zh,89,2,linju reai zhe ge xiangfa shencha shi.,reai
zh,90,-2,linju taoyan ni shencha shi.,taoyan
zh,90,-1,linju bu tai xihuan ni shencha shi.,bu tai xihuan
zh,90,0,linju dui ni wu gan shencha shi.,wu gan
zh,90,1,linju xihuan ni shencha shi.,xihuan
zh,90,2,linju reai ni shencha shi.,reai
zh,91,-2,yishujia taoyan zhe ge xitong shencha shi.,taoyan
zh,91,-1,yishujia bu tai xihuan zhe ge xitong shencha shi.,bu tai xihuan
zh,91,0,yishujia dui zhe ge xitong wu gan shencha shi.,wu gan
zh,91,1,yishujia xihuan zhe ge xitong shencha shi.,xihuan
zh,91,2,yishujia reai zhe ge xitong shencha shi.,reai
zh,92,-2,ta taoyan zhe shou ge sixiadi.,taoyan
zh,92,-1,ta bu tai xihuan zhe shou ge sixiadi.,bu tai xihuan
zh,92,0,ta dui zhe shou ge wu gan sixiadi.,wu gan
zh,92,1,ta xihuan zhe shou ge sixiadi.,xihuan
zh,92,2,ta reai zhe shou ge sixiadi.,reai
zh,93,-2,yonghu taoyan zhe shou ge jintian.,taoyan
zh,93,-1,yonghu bu tai xihuan zhe shou ge jintian.,bu tai xihuan
zh,93,0,yonghu dui zhe shou ge wu gan jintian.,wu gan
zh,93,1,yonghu xihuan zhe shou ge jintian.,xihuan
zh,93,2,yonghu reai zhe shou ge jintian.,reai
zh,94,-2,yanjiu zhe taoyan zhe ge xitong sixiadi.,taoyan
zh,94,-1,yanjiu zhe bu tai xihuan zhe ge xitong sixiadi.,bu tai xihuan
zh,94,0,yanjiu zhe dui zhe ge xitong wu gan sixiadi.,wu gan
zh,94,1,yanjiu zhe xihuan zhe ge xitong sixiadi.,xihuan
zh,94,2,yanjiu zhe reai zhe ge xitong sixiadi.,reai
zh,95,-2,ta taoyan zhe zuo chengshi huiyi hou.,taoyan
zh,95,-1,ta bu tai xihuan zhe zuo chengshi huiyi hou.,bu tai xihuan
zh,95,0,ta dui zhe zuo chengshi wu gan huiyi hou.,wu gan
zh,95,1,ta xihuan zhe zuo chengshi huiyi hou.,xihuan
zh,95,2,ta reai zhe zuo chengshi huiyi hou.,reai
zh,96,-2,pinglun zhe taoyan zhe ge jianyi jintian.,taoyan
zh,96,-1,pinglun zhe bu tai xihuan zhe ge jianyi jintian.,bu tai xihuan
zh,96,0,pinglun zhe dui zhe ge jianyi wu gan jintian.,wu gan
zh,96,1,pinglun zhe xihuan zhe ge jianyi jintian.,xihuan
zh,96,2,pinglun zhe reai zhe ge jianyi jintian.,reai
zh,97,-2,yishujia taoyan zhe shou ge huiyi hou.,taoyan
zh,97,-1,yishujia bu tai xihuan zhe shou ge huiyi hou.,bu tai xihuan
zh,97,0,yishujia dui zhe shou ge wu gan huiyi hou.,wu gan
zh,97,1,yishujia xihuan zhe shou ge huiyi hou.,xihuan
zh,97,2,yishujia reai zhe shou ge huiyi hou.,reai
zh,98,-2,yonghu taoyan zhe bu dianying huiyi hou.,taoyan
zh,98,-1,yonghu bu tai xihuan zhe bu dianying huiyi hou.,bu tai xihuan
zh,98,0,yonghu dui zhe bu dianying wu gan huiyi hou.,wu gan
zh,98,1,yonghu xihuan zhe bu dianying huiyi hou.,xihuan
zh,98,2,yonghu reai zhe bu dianying huiyi hou.,reai
zh,99,-2,yishujia taoyan ni huiyi hou.,taoyan
zh,99,-1,yishujia bu tai xihuan ni huiyi hou.,bu tai xihuan
zh,99,0,yishujia dui ni wu gan huiyi hou.,wu gan
zh,99,1,yishujia xihuan ni huiyi hou.,xihuan
zh,99,2,yishujia reai ni huiyi hou.,reai
zh,100,-2,laoshi taoyan zhe ge jianyi sixiadi.,taoyan
zh,100,-1,laoshi bu tai xihuan zhe ge jianyi sixiadi.,bu tai xihuan
zh,100,0,laoshi dui zhe ge jianyi wu gan sixiadi.,wu gan
zh,100,1,laoshi xihuan zhe ge jianyi sixiadi.,xihuan
zh,100,2,laoshi reai zhe ge jianyi sixiadi.,reai
zh,101,-2,laoshi taoyan zhe ge sheji zuihou.,taoyan
zh,101,-1,laoshi bu tai xihuan zhe ge sheji zuihou.,bu tai xihuan
zh,101,0,laoshi dui zhe ge sheji wu gan zuihou.,wu gan
zh,101,1,laoshi xihuan zhe ge sheji zuihou.,xihuan
zh,101,2,laoshi reai zhe ge sheji zuihou.,reai
zh,102,-2,pinglun zhe taoyan ni zuihou.,taoyan
zh,102,-1,pinglun zhe bu tai xihuan ni zuihou.,bu tai xihuan
zh,102,0,pinglun zhe dui ni wu gan zuihou.,wu gan
zh,102,1,pinglun zhe xihuan ni zuihou.,xihuan
zh,102,2,pinglun zhe reai ni zuihou.,reai
zh,103,-2,laoshi taoyan ni jintian.,taoyan
zh,103,-1,laoshi bu tai xihuan ni jintian.,bu tai xihuan
zh,103,0,laoshi dui ni wu gan jintian.,wu gan
zh,103,1,laoshi xihuan ni jintian.,xihuan
zh,103,2,laoshi reai ni jintian.,reai
zh,104,-2,laoshi taoyan zhe ge xitong huiyi hou.,taoyan
zh,104,-1,laoshi bu tai xihuan zhe ge xitong huiyi hou.,bu tai xihuan
zh,104,0,laoshi dui zhe ge xitong wu gan huiyi hou.,wu gan
zh,104,1,laoshi xihuan zhe ge xitong huiyi hou.,xihuan
zh,104,2,laoshi reai zhe ge xitong huiyi hou.,reai
zh,105,-2,pinglun zhe taoyan zhe bu dianying shencha shi.,taoyan
zh,105,-1,pinglun zhe bu tai xihuan zhe bu dianying shencha shi.,bu tai xihuan
zh,105,0,pinglun zhe dui zhe bu dianying wu gan shencha shi.,wu gan
zh,105,1,pinglun zhe xihuan zhe bu dianying shencha shi.,xihuan
zh,105,2,pinglun zhe reai zhe bu dianying shencha shi.,reai
zh,106,-2,ta taoyan ni sixiadi.,taoyan
zh,106,-1,ta bu tai xihuan ni sixiadi.,bu tai xihuan
zh,106,0,ta dui ni wu gan sixiadi.,wu gan
zh,106,1,ta xihuan ni sixiadi.,xihuan
zh,106,2,ta reai ni sixiadi.,reai
zh,107,-2,yonghu taoyan zhe zuo chengshi zuihou.,taoyan
zh,107,-1,yonghu bu tai xihuan zhe zuo chengshi zuihou.,bu tai xihuan
zh,107,0,yonghu dui zhe zuo chengshi wu gan zuihou.,wu gan
zh,107,1,yonghu xihuan zhe zuo chengshi zuihou.,xihuan
zh,107,2,yonghu reai zhe zuo chengshi zuihou.,reai
zh,108,-2,yanjiu zhe taoyan zhe zuo chengshi sixiadi.,taoyan
zh,108,-1,yanjiu zhe bu tai xihuan zhe zuo chengshi sixiadi.,bu tai xihuan
zh,108,0,yanjiu zhe dui zhe zuo chengshi wu gan sixiadi.,wu gan
zh,108,1,yanjiu zhe xihuan zhe zuo chengshi sixiadi.,xihuan
zh,108,2,yanjiu zhe reai zhe zuo chengshi sixiadi.,reai
zh,109,-2,pinglun zhe taoyan zhe bu dianying jintian.,taoyan
zh,109,-1,pinglun zhe bu tai xihuan zhe bu dianying jintian.,bu tai xihuan
zh,109,0,pinglun zhe dui zhe bu dianying wu gan jintian.,wu gan
zh,109,1,pinglun zhe xihuan zhe bu dianying jintian.,xihuan
zh,109,2,pinglun zhe reai zhe bu dianying jintian.,reai
zh,110,-2,pinglun zhe taoyan zhe zuo chengshi jintian.,taoyan
zh,110,-1,pinglun zhe bu tai xihuan zhe zuo chengshi jintian.,bu tai xihuan
zh,110,0,pinglun zhe dui zhe zuo chengshi wu gan jintian.,wu gan
zh,110,1,pinglun zhe xihuan zhe zuo chengshi jintian.,xihuan
zh,110,2,pinglun zhe reai zhe zuo chengshi jintian.,reai
zh,111,-2,wo taoyan zhe bu dianying zuihou.,taoyan
zh,111,-1,wo bu tai xihuan zhe bu dianying zuihou.,bu tai xihuan
zh,111,0,wo dui zhe bu dianying wu gan zuihou.,wu gan
zh,111,1,wo xihuan zhe bu dianying zuihou.,xihuan
zh,111,2,wo reai zhe bu dianying zuihou.,reai
zh,112,-2,linju taoyan zhe bu dianying shencha shi.,taoyan
zh,112,-1,linju bu tai xihuan zhe bu dianying shencha shi.,bu tai xihuan
zh,112,0,linju dui zhe bu dianying wu gan shencha shi.,wu gan
zh,112,1,linju xihuan zhe bu dianying shencha shi.,xihuan
zh,112,2,linju reai zhe bu dianying shencha shi.,reai
zh,113,-2,wo taoyan zhe ge xiangfa zuihou.,taoyan
zh,113,-1,wo bu tai xihuan zhe ge xiangfa zuihou.,bu tai xihuan
zh,113,0,wo dui zhe ge xiangfa wu gan zuihou.,wu gan
zh,113,1,wo xihuan zhe ge xiangfa zuihou.,xihuan
zh,113,2,wo reai zhe ge xiangfa zuihou.,reai
zh,114,-2,linju taoyan ni huiyi hou.,taoyan
zh,114,-1,linju bu tai xihuan ni huiyi hou.,bu tai xihuan
zh,114,0,linju dui ni wu gan huiyi hou.,wu gan
zh,114,1,linju xihuan ni huiyi hou.,xihuan
zh,114,2,linju reai ni huiyi hou.,reai
zh,115,-2,linju taoyan zhe shou ge jintian.,taoyan
zh,115,-1,linju bu tai xihuan zhe shou ge jintian.,bu tai xihuan
zh,115,0,linju dui zhe shou ge wu gan jintian.,wu gan
zh,115,1,linju xihuan zhe shou ge jintian.,xihuan
zh,115,2,linju reai zhe shou ge jintian.,reai
zh,116,-2,wo taoyan zhe ge xitong zuihou.,taoyan
zh,116,-1,wo bu tai xihuan zhe ge xitong zuihou.,bu tai xihuan
zh,116,0,wo dui zhe ge xitong wu gan zuihou.,wu gan
zh,116,1,wo xihuan zhe ge xitong zuihou.,xihuan
zh,116,2,wo reai zhe ge xitong zuihou.,reai
zh,117,-2,wo taoyan zhe ge jianyi sixiadi.,taoyan
zh,117,-1,wo bu tai xihuan zhe ge jianyi sixiadi.,bu tai xihuan
zh,117,0,wo dui zhe ge jianyi wu gan sixiadi.,wu gan
