model,base_id,class,source,target,delta_norm
bert-base-uncased,47,question,The nurse analyzed the rule.,Did the nurse analyze the rule?,4.825432777404785
bert-base-uncased,47,past_to_future,The nurse analyzed the rule.,The nurse will analyze the rule.,4.439335823059082
bert-base-uncased,47,certainty_to_uncertainty,The nurse analyzed the rule.,The nurse may have analyzed the rule.,4.880572319030762
bert-base-uncased,47,active_to_passive,The nurse analyzed the rule.,The rule was analyzed by the nurse.,4.30483865737915
bert-base-uncased,47,formalization,The nurse analyzed the rule.,It is true that the nurse analyzed the rule.,5.0910325050354
bert-base-uncased,48,negation,The programmer approved the data.,The programmer did not approve the data.,3.8102521896362305
bert-base-uncased,48,question,The programmer approved the data.,Did the programmer approve the data?,4.988604545593262
bert-base-uncased,48,past_to_future,The programmer approved the data.,The programmer will approve the data.,4.880090713500977
bert-base-uncased,48,certainty_to_uncertainty,The programmer approved the data.,The programmer may have approved the data.,5.124949932098389
bert-base-uncased,48,active_to_passive,The programmer approved the data.,The data was approved by the programmer.,3.3686368465423584
bert-base-uncased,48,formalization,The programmer approved the data.,It is true that the programmer approved the data.,5.007195949554443
bert-base-uncased,49,negation,The researcher discovered the meal.,The researcher did not discover the meal.,4.348243713378906
bert-base-uncased,49,question,The researcher discovered the meal.,Did the researcher discover the meal?,5.135655879974365
bert-base-uncased,49,past_to_future,The researcher discovered the meal.,The researcher will discover the meal.,4.229084014892578
bert-base-uncased,49,certainty_to_uncertainty,The researcher discovered the meal.,The researcher may have discovered the meal.,4.994014739990234
bert-base-uncased,49,active_to_passive,The researcher discovered the meal.,The meal was discovered by the researcher.,3.6436398029327393
bert-base-uncased,49,formalization,The researcher discovered the meal.,It is true that the researcher discovered the meal.,4.912714004516602
bert-base-uncased,50,negation,The engineer controlled the aircraft.,The engineer did not control the aircraft.,5.78045654296875
bert-base-uncased,50,question,The engineer controlled the aircraft.,Did the engineer control the aircraft?,5.530746936798096
bert-base-uncased,50,past_to_future,The engineer controlled the aircraft.,The engineer will control the aircraft.,4.222031116485596
bert-base-uncased,50,certainty_to_uncertainty,The engineer controlled the aircraft.,The engineer may have controlled the aircraft.,6.183692932128906
bert-base-uncased,50,active_to_passive,The engineer controlled the aircraft.,The aircraft was controlled by the engineer.,4.669437408447266
bert-base-uncased,50,formalization,The engineer controlled the aircraft.,It is true that the engineer controlled the aircraft.,5.716468334197998
bert-base-uncased,51,negation,The engineer helped the family.,The engineer did not help the family.,4.21215295791626
bert-base-uncased,51,question,The engineer helped the family.,Did the engineer help the family?,6.238688945770264
bert-base-uncased,51,past_to_future,The engineer helped the family.,The engineer will help the family.,5.00283145904541
bert-base-uncased,51,certainty_to_uncertainty,The engineer helped the family.,The engineer may have helped the family.,5.705399990081787
bert-base-uncased,51,active_to_passive,The engineer helped the family.,The family was helped by the engineer.,3.777453660964966
bert-base-uncased,51,formalization,The engineer helped the family.,It is true that the engineer helped the family.,5.573312282562256
bert-base-uncased,52,negation,The teacher studied the aircraft.,The teacher did not study the aircraft.,3.9894859790802
bert-base-uncased,52,question,The teacher studied the aircraft.,Did the teacher study the aircraft?,5.588718891143799
bert-base-uncased,52,past_to_future,The teacher studied the aircraft.,The teacher will study the aircraft.,4.351810932159424
bert-base-uncased,52,certainty_to_uncertainty,The teacher studied the aircraft.,The teacher may have studied the aircraft.,6.082128524780273
bert-base-uncased,52,active_to_passive,The teacher studied the aircraft.,The aircraft was studied by the teacher.,4.806215763092041
bert-base-uncased,52,formalization,The teacher studied the aircraft.,It is true that the teacher studied the aircraft.,6.081894397735596
bert-base-uncased,53,negation,The designer analyzed a beautiful painting.,The designer did not analyze a beautiful painting.,4.242564678192139
bert-base-uncased,53,question,The designer analyzed a beautiful painting.,Did the designer analyze a beautiful painting?,4.1323394775390625
bert-base-uncased,53,past_to_future,The designer analyzed a beautiful painting.,The designer will analyze a beautiful painting.,3.3162667751312256
bert-base-uncased,53,certainty_to_uncertainty,The designer analyzed a beautiful painting.,The designer may have analyzed a beautiful painting.,4.594363212585449
bert-base-uncased,53,active_to_passive,The designer analyzed a beautiful painting.,A beautiful painting was analyzed by the designer.,3.4295690059661865
bert-base-uncased,53,formalization,The designer analyzed a beautiful painting.,It is true that the designer analyzed a beautiful painting.,5.026354789733887
bert-base-uncased,54,negation,The pilot designed a sad melody.,The pilot did not design a sad melody.,3.267885208129883
bert-base-uncased,54,question,The pilot designed a sad melody.,Did the pilot design a sad melody?,4.576688289642334
bert-base-uncased,54,past_to_future,The pilot designed a sad melody.,The pilot will design a sad melody.,3.8224878311157227
bert-base-uncased,54,certainty_to_uncertainty,The pilot designed a sad melody.,The pilot may have designed a sad melody.,4.282805442810059
bert-base-uncased,54,active_to_passive,The pilot designed a sad melody.,A sad melody was designed by the pilot.,3.4358749389648438
bert-base-uncased,54,formalization,The pilot designed a sad melody.,It is true that the pilot designed a sad melody.,4.783961296081543
bert-base-uncased,55,negation,The pilot analyzed the meal.,The pilot did not analyze the meal.,3.901076078414917
bert-base-uncased,55,question,The pilot analyzed the meal.,Did the pilot analyze the meal?,6.341091156005859
bert-base-uncased,55,past_to_future,The pilot analyzed the meal.,The pilot will analyze the meal.,5.573757648468018
bert-base-uncased,55,certainty_to_uncertainty,The pilot analyzed the meal.,The pilot may have analyzed the meal.,6.899768352508545
bert-base-uncased,55,active_to_passive,The pilot analyzed the meal.,The meal was analyzed by the pilot.,4.8222527503967285
bert-base-uncased,55,formalization,The pilot analyzed the meal.,It is true that the pilot analyzed the meal.,6.151447296142578
bert-base-uncased,56,negation,The lawyer examined the garden.,The lawyer did not examine the garden.,4.142936706542969
bert-base-uncased,56,question,The lawyer examined the garden.,Did the lawyer examine the garden?,5.61379861831665
bert-base-uncased,56,past_to_future,The lawyer examined the garden.,The lawyer will examine the garden.,5.10392427444458
bert-base-uncased,56,certainty_to_uncertainty,The lawyer examined the garden.,The lawyer may have examined the garden.,6.290022850036621
bert-base-uncased,56,active_to_passive,The lawyer examined the garden.,The garden was examined by the lawyer.,5.3648271560668945
bert-base-uncased,56,formalization,The lawyer examined the garden.,It is true that the lawyer examined the garden.,6.220218181610107
bert-base-uncased,57,negation,The lawyer approved the family.,The lawyer did not approve the family.,3.909191370010376
bert-base-uncased,57,question,The lawyer approved the family.,Did the lawyer approve the family?,5.246975898742676
bert-base-uncased,57,past_to_future,The lawyer approved the family.,The lawyer will approve the family.,3.82308030128479
bert-base-uncased,57,certainty_to_uncertainty,The lawyer approved the family.,The lawyer may have approved the family.,5.360586166381836
