model,early_layer,late_layer,gain,op_a_name,op_a_suffix,op_b_name,op_b_suffix,source_set,source,prompt_style,control,generated,a_marker_hit,b_marker_hit,both_markers_hit,any_marker_hit,content_preserved,a_and_preserved,b_and_preserved,both_and_preserved,generated_chars
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,a_only_late,"The last checkpoint was the one that Elena saved.
The last checkpoint was the one that Elena saved?
The last checkpoint was the",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,127.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,b_only_late,"When the lights went out, Elena saved the last checkpoint.
When the lights went out, Elena saved the last checkpoint!
When",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,a_plus_b_late,The last checkpoint was the one that was the one that was the one that was the one that was the one that was the one,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,a_then_b_layers,"When the lights went out?


The answer is a question that has been asked by the reader.

The answer",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,b_then_a_layers,"The last checkpoint was the one that Elena saved?

The last checkpoint was the one that Elena saved?

The last",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",copy_sentence,random_sum_late,"Copy this sentence:

Copy this sentence:

Copy this sentence:

The last sentence:

The last",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,none,"When the lights went out, Elena saved the last checkpoint.
Same:
When the lights went out, Elena saved the last checkpoint",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,a_only_late,"When the lights went out, Elena saved the last checkpoint.
The last checkpoint?
The last checkpoint?
The last checkpoint?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,b_only_late,"When the lights went out, Elena saved the last checkpoint.
When the lights went out, Elena saved the last checkpoint!
When",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,a_plus_b_late,"When Elena saved the last checkpoint?

When Elena saved the last checkpoint?

When Elena saved the last checkpoint?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,a_then_b_layers,"When Elena saved the last checkpoint?


When Elena saved the last checkpoint?

When Elena saved the last checkpoint?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,116.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,b_then_a_layers,"When Elena saved the last checkpoint?

When Elena saved the last checkpoint?

When Elena saved the last checkpoint?",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"When the lights went out, Elena saved the last checkpoint.",same_sentence,random_sum_late,"Elena saved the last checkpoint.
Same sentence:
Same sentence:
Same sentence:
The last sentence:
The last sentence:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,repeat_sentence,none,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber.
The experiment ran",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,repeat_sentence,a_only_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber?
The answer is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,repeat_sentence,b_only_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber!
The experiment ran",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,repeat_sentence,a_plus_b_late,"The experiment ran for a few minutes.

The experiment ran for a few seconds?

The experiment!

The",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,repeat_sentence,a_then_b_layers,"The experiment ran for 14 days in the same chamber?

The experiment ran for the same chamber?

The experiment!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,repeat_sentence,b_then_a_layers,"The experiment ran for 14 days in the same chamber?

The answer is a ""yes"" or ""no"" answer!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,repeat_sentence,random_sum_late,"The experiment ran for 12 hours.
The experiment ran for 12 hours.
The experiment ran for 12 hours.
The experiment ran for",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,none,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber.
The experiment ran",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,a_only_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber?
The answer is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,b_only_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber!
The experiment ran",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,a_plus_b_late,"The experiment ran for 14 days in the same chamber?

The answer is a ""yes""?!

The answer is",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,a_then_b_layers,"The experiment ran for 14 days in the same chamber?

The experiment ran for the same chamber?

The experiment!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,b_then_a_layers,"The experiment ran for 14 days in the chamber?

The answer is a question that is not a question that is a question",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,114.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,copy_sentence,random_sum_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber.
The experiment ran",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,none,"The experiment ran for 14 days in a sealed chamber.
Same:
The experiment ran for 14 days in a sealed chamber.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,a_only_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber?
The answer is",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,117.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,b_only_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber!
The experiment ran",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,122.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,a_plus_b_late,"The experiment ran for 14 days in the same time?

The answer is a ""yes""?!?!?!?!?!?!?!",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,a_then_b_layers,"The experiment ran for 14 days in the same chamber?

The answer is:

The answer is:

The answer",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,95.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,b_then_a_layers,"The experiment ran for 14 days in the same time?

The answer is:
The answer is:
The answer is:",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,94.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,The experiment ran for 14 days in a sealed chamber.,same_sentence,random_sum_late,"The experiment ran for 14 days in a sealed chamber.
The experiment ran for 14 days in a sealed chamber.
The experiment ran for",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,repeat_sentence,none,"A backup copy was created before the server rebooted.
The server rebooted after the backup copy was created.
The server reboot",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,repeat_sentence,a_only_late,"A backup copy was created before the server rebooted.

The server rebooted after the server reboot?

The server",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,repeat_sentence,b_only_late,"A backup copy was created before the server rebooted.
A backup copy was created before the server rebooted!
A backup copy",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,repeat_sentence,a_plus_b_late,"The server rebooted after the server reboot?

The server rebooted after the server reboot?

The server rebooted",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,repeat_sentence,a_then_b_layers,"The server rebooted after the server reboot!

The server rebooted after the server reboot?

The server rebooted",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,repeat_sentence,b_then_a_layers,"The server rebooted after the server rebooted?

The server rebooted after the server rebooted?

The server",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,repeat_sentence,random_sum_late,"The server is connected.

The server is connected.

The server is connected.

The server is connected.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,none,"The server rebooted.
Copy:
The server rebooted.
Copy:
The server rebooted.
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,a_only_late,"The server rebooted.

The server rebooted?

The server rebooted?

The server rebooted?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,b_only_late,"Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:
Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,a_plus_b_late,"The server rebooted.

The server rebooted?

The server rebooted?

The server rebooted?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,a_then_b_layers,"The server was not able to connect to the server's IP address.

The server's IP address is not the server's",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,b_then_a_layers,"The server rebooted.

The server rebooted?

The server rebooted?

The server rebooted?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,copy_sentence,random_sum_late,"Copy:

Copy:

Copy:

Copy:

Copy:

Copy:

Copy:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,none,"A backup copy was created before the server rebooted.
Same:
A backup copy was created before the server rebooted.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,a_only_late,"A backup copy was created before the server rebooted.
A backup copy was created before the server rebooted?
A:",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,110.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,b_only_late,"A backup copy was created before the server rebooted.
A backup copy was created before the server rebooted!
A backup copy",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,121.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,a_plus_b_late,"A backup copy was created after the server rebooted?

The answer is a ""No!""

The answer is a",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,92.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,a_then_b_layers,"A backup copy was created after the server rebooted?


The server rebooted?


The server rebooted",1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,b_then_a_layers,"A backup copy was created before the server rebooted.

A:

A:

A:

A",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,A backup copy was created before the server rebooted.,same_sentence,random_sum_late,"A:
A:
A:
A:
A:
A:
A:
A:
A:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",repeat_sentence,none,"The robot returned to the dock.
The robot returned to the dock.
The robot returned to the dock.
The robot returned",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",repeat_sentence,a_only_late,"The robot returned to the dock.

The robot returned to the dock?

The robot returned to the dock?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",repeat_sentence,b_only_late,"The robot returned to the dock.
The robot returned to the dock!
The robot returned to the dock!
The robot returned",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,114.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",repeat_sentence,a_plus_b_late,"The robot returned to the dock.

The robot returned to the dock?

The robot returned to the dock?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
gpt2,2,3,0.75,question_mark,?,exclamation,!,hard_out_of_template,"Because the battery was low, the robot returned to the dock.",repeat_sentence,a_then_b_layers,"The robot returned to the dock.

The robot returned to the dock?

The robot returned to the dock?",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0
