language,template_id,kind,label,source,op_a,op_b,op_c,ab_text,ba_text,abc_text,bca_text,cab_text,acb_text,cba_text,bac_text
en,11,pair,QT_vs_TQ,The scientist supported the theory before the deadline.,Q,T,,Will it be true that the scientist supported the theory before the deadline?,Will the scientist supported the theory before the deadline?,,,,,,
en,11,pair,MT_vs_TM,The scientist supported the theory before the deadline.,M,T,,The scientist apparently will support the theory before the deadline.,The scientist will support apparently the theory before the deadline.,,,,,,
en,11,triple,NQM,The scientist supported the theory before the deadline.,N,Q,M,,,Is it apparently true that the scientist failed to support the theory before the deadline?,Is it false that the scientist supported apparently the theory before the deadline?,Did the scientist fail to support the theory before the deadline?,Did the scientist fail to support the theory before the deadline?,Is it false that the scientist apparently supported the theory before the deadline?,Is it false that the scientist supported apparently the theory before the deadline?
en,11,triple,NQT,The scientist supported the theory before the deadline.,N,Q,T,,,Will it be true that the scientist failed to support the theory before the deadline?,Is it false that the scientist will support the theory before the deadline?,Will the scientist failed to support the theory before the deadline?,Will the scientist failed to support the theory before the deadline?,Is it false that the scientist will support the theory before the deadline?,Is it false that the scientist will support the theory before the deadline?
en,11,triple,NMT,The scientist supported the theory before the deadline.,N,M,T,,,The scientist failed to will support apparently the theory before the deadline.,The scientist apparently did not support the theory before the deadline.,The scientist did not support apparently the theory before the deadline.,The scientist failed to will support apparently the theory before the deadline.,The scientist did not support apparently the theory before the deadline.,The scientist apparently failed to will support the theory before the deadline.
en,11,triple,QMT,The scientist supported the theory before the deadline.,Q,M,T,,,Is it apparently true that the scientist will support the theory before the deadline?,Will the scientist apparently supported the theory before the deadline?,Is it apparently true that the scientist will support the theory before the deadline?,Is it apparently true that the scientist will support the theory before the deadline?,Will the scientist apparently supported the theory before the deadline?,Will it be true that the scientist apparently supported the theory before the deadline?
en,12,pair,NQ_vs_QN,The teacher accepted the explanation during the meeting.,N,Q,,Did the teacher fail to accept the explanation during the meeting?,Is it false that the teacher accepted the explanation during the meeting?,,,,,,
en,12,pair,NM_vs_MN,The teacher accepted the explanation during the meeting.,N,M,,The teacher failed to accept allegedly the explanation during the meeting.,The teacher allegedly failed to accept the explanation during the meeting.,,,,,,
en,12,pair,NT_vs_TN,The teacher accepted the explanation during the meeting.,N,T,,The teacher failed to will accept the explanation during the meeting.,The teacher did not accept the explanation during the meeting.,,,,,,
en,12,pair,QM_vs_MQ,The teacher accepted the explanation during the meeting.,Q,M,,Is it allegedly true that the teacher accepted the explanation during the meeting?,Did the teacher allegedly accept the explanation during the meeting?,,,,,,
en,12,pair,QT_vs_TQ,The teacher accepted the explanation during the meeting.,Q,T,,Will it be true that the teacher accepted the explanation during the meeting?,Will the teacher accepted the explanation during the meeting?,,,,,,
en,12,pair,MT_vs_TM,The teacher accepted the explanation during the meeting.,M,T,,The teacher allegedly will accept the explanation during the meeting.,The teacher will accept allegedly the explanation during the meeting.,,,,,,
en,12,triple,NQM,The teacher accepted the explanation during the meeting.,N,Q,M,,,Is it allegedly true that the teacher failed to accept the explanation during the meeting?,Is it false that the teacher accepted allegedly the explanation during the meeting?,Did the teacher fail to accept the explanation during the meeting?,Did the teacher fail to accept the explanation during the meeting?,Is it false that the teacher allegedly accepted the explanation during the meeting?,Is it false that the teacher accepted allegedly the explanation during the meeting?
en,12,triple,NQT,The teacher accepted the explanation during the meeting.,N,Q,T,,,Will it be true that the teacher failed to accept the explanation during the meeting?,Is it false that the teacher will accept the explanation during the meeting?,Will the teacher failed to accept the explanation during the meeting?,Will the teacher failed to accept the explanation during the meeting?,Is it false that the teacher will accept the explanation during the meeting?,Is it false that the teacher will accept the explanation during the meeting?
en,12,triple,NMT,The teacher accepted the explanation during the meeting.,N,M,T,,,The teacher failed to will accept allegedly the explanation during the meeting.,The teacher allegedly did not accept the explanation during the meeting.,The teacher did not accept allegedly the explanation during the meeting.,The teacher failed to will accept allegedly the explanation during the meeting.,The teacher did not accept allegedly the explanation during the meeting.,The teacher allegedly failed to will accept the explanation during the meeting.
en,12,triple,QMT,The teacher accepted the explanation during the meeting.,Q,M,T,,,Is it allegedly true that the teacher will accept the explanation during the meeting?,Will the teacher allegedly accepted the explanation during the meeting?,Is it allegedly true that the teacher will accept the explanation during the meeting?,Is it allegedly true that the teacher will accept the explanation during the meeting?,Will the teacher allegedly accepted the explanation during the meeting?,Will it be true that the teacher allegedly accepted the explanation during the meeting?
