model,layer,source_set,prompt_style,source,target,target_class,control,gain,vector_class,prompt,generated,content_preservation,question_and_preserved,question_marker,negation_marker,modality_marker,tense_shift_marker,passive_marker,target_marker_hit,any_other_marker_hit,question_mark_hit,generated_chars
gpt2,2,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The spirit built the tower.
Repeated:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,negation,"Repeat this sentence:
The spirit built the tower.
Repeated:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,repeat_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"Repeat this sentence:
The spirit built the tower.
Repeated:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,none,0.0,,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,target,0.75,question,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower?
The spirit built the tower?
The spirit built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,2,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"Copy this sentence:
The spirit built the tower.
Copy:","""The spirit built the tower.""
Copy: ""The spirit built the tower.""
Copy: ""The spirit built the tower.""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
gpt2,2,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,negation,"Copy this sentence:
The spirit built the tower.
Copy:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,copy_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"Copy this sentence:
The spirit built the tower.
Copy:","I'm sorry, I'm sorry.
Copy: I'm sorry.
Copy: I'm sorry.
Copy: I'm sorry",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
gpt2,2,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,none,0.0,,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
Same:
The spirit built the tower.
Same:
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,target,0.75,question,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
The spirit built the tower?
The spirit built the tower?
The spirit built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,2,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,negation,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
Same:
The spirit built the tower.
Same:
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0
gpt2,2,in_template_test,same_sentence,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"Same sentence:
The spirit built the tower.
Same:","The spirit built the tower.
The spirit built the tower.
The spirit built the tower.
The spirit built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,none,0.0,,"""The spirit built the tower.""","The tower was built in the early 1900s by the French architect Jean-Jacques de Villiers, who was a member of",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,108.0
gpt2,2,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,target,0.75,question,"""The spirit built the tower.""","""Yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes, yes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
gpt2,2,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,random_norm,0.75,random_norm,"""The spirit built the tower.""","The tower was built in the late 1800s and was built in the early 1800s.

The tower was built in the",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,99.0
gpt2,2,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,wrong_class,0.75,tense_shift,"""The spirit built the tower.""","The tower was built in the early 1900s by the French architect Jean-Jacques de Villiers, who was a member of",0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,108.0
gpt2,2,in_template_test,quoted_echo,The spirit built the tower.,I wonder whether the spirit built the tower.,question,negative_target,0.75,question,"""The spirit built the tower.""","""The spirit built the tower.""

""The spirit built the tower.""

""The spirit built the tower.""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
gpt2,2,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle did not repair the satellite.
The oracle did not repair the satellite.",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,116.0
gpt2,2,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.

The oracle did not repair the satellite.

The oracle did not repair",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,103.0
gpt2,2,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,modality,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,in_template_test,repeat_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"Repeat this sentence:
The oracle repaired the satellite.
Repeated:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite?
The oracle repaired the satellite?
The oracle",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
gpt2,2,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,negation,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
gpt2,2,in_template_test,copy_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"Copy this sentence:
The oracle repaired the satellite.
Copy:","The oracle repaired the satellite.
Copy: The oracle repaired the satellite.
Copy: The oracle repaired the satellite.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
gpt2,2,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
Same:
The oracle repaired the satellite.
Same:
The oracle repaired the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,2,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
The oracle repaired the satellite?
The oracle repaired the satellite?
The oracle",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,115.0
gpt2,2,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired the satellite.
The oracle repaired",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
gpt2,2,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,negation,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
Same:
The oracle repaired the satellite.
Same:
The oracle repaired the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,2,in_template_test,same_sentence,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"Same sentence:
The oracle repaired the satellite.
Same:","The oracle repaired the satellite.
Same:
The oracle repaired the satellite.
Same:
The oracle repaired the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
gpt2,2,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,none,0.0,,"""The oracle repaired the satellite.""","The satellite was launched in May 2011 and was launched by the United States and Russia.

The satellite was launched from a Russian",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,131.0
gpt2,2,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,target,0.75,question,"""The oracle repaired the satellite.""","""Yes, sir.""

""Yes, sir?""

""Yes, sir?""

""Yes, sir?""",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,50.0
gpt2,2,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,random_norm,0.75,random_norm,"""The oracle repaired the satellite.""","The satellite was launched in the early morning hours of July 18, and was launched by the U.S. Navy's Space Launch",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,114.0
gpt2,2,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,wrong_class,0.75,modality,"""The oracle repaired the satellite.""","The satellite was launched in May 2011 and was launched by the United States and Russia.

The satellite was launched from a Russian",0.3333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,131.0
gpt2,2,in_template_test,quoted_echo,The oracle repaired the satellite.,Someone asked whether the oracle repaired the satellite.,question,negative_target,0.75,question,"""The oracle repaired the satellite.""","""The oracle repaired the satellite.""

""The oracle repaired the satellite.""

""The oracle repaired the",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
gpt2,2,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,none,0.0,,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,target,0.75,question,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower?
The wizard built the tower?
The wizard built the tower?",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,111.0
gpt2,2,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,random_norm,0.75,random_norm,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
gpt2,2,in_template_test,repeat_sentence,The wizard built the tower.,Someone asked whether the wizard built the tower.,question,wrong_class,0.75,tense_shift,"Repeat this sentence:
The wizard built the tower.
Repeated:","The wizard built the tower.
The wizard built the tower.
The wizard built the tower.
The wizard built the tower.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
