split,base_id,syntax_family,class,source,target,source_idx,target_idx
train,train_23,with_context,passive,The child designed a black cat during the meeting.,A black cat was designed by the child during the meeting.,47,1161
train,train_23,with_context,formalization,The child designed a black cat during the meeting.,It is true that the child designed a black cat during the meeting.,47,1162
train,train_24,simple_svo,negation,The engineer defended a new principle.,The engineer never defended a new principle.,48,1163
train,train_24,simple_svo,question,The engineer defended a new principle.,Did the engineer defend a new principle?,48,1164
train,train_24,simple_svo,future,The engineer defended a new principle.,The engineer will defend a new principle.,48,1165
train,train_24,simple_svo,uncertainty,The engineer defended a new principle.,The engineer may have defended a new principle.,48,1166
train,train_24,simple_svo,passive,The engineer defended a new principle.,A new principle was defended by the engineer.,48,1167
train,train_24,simple_svo,formalization,The engineer defended a new principle.,The fact is that the engineer defended a new principle.,48,1168
train,train_24,with_context,negation,The engineer defended a new principle before the deadline.,The engineer never defended a new principle before the deadline.,49,1169
train,train_24,with_context,question,The engineer defended a new principle before the deadline.,Did the engineer defend a new principle before the deadline?,49,1170
train,train_24,with_context,future,The engineer defended a new principle before the deadline.,The engineer will defend a new principle before the deadline.,49,1171
train,train_24,with_context,uncertainty,The engineer defended a new principle before the deadline.,The engineer might have defended a new principle before the deadline.,49,1172
train,train_24,with_context,passive,The engineer defended a new principle before the deadline.,A new principle was defended by the engineer before the deadline.,49,1173
train,train_24,with_context,formalization,The engineer defended a new principle before the deadline.,It is true that the engineer defended a new principle before the deadline.,49,1174
train,train_25,simple_svo,negation,The scientist defended a beautiful painting.,The scientist never defended a beautiful painting.,50,1175
train,train_25,simple_svo,question,The scientist defended a beautiful painting.,Did the scientist defend a beautiful painting?,50,1176
train,train_25,simple_svo,future,The scientist defended a beautiful painting.,The scientist is going to defend a beautiful painting.,50,1177
train,train_25,simple_svo,uncertainty,The scientist defended a beautiful painting.,The scientist may have defended a beautiful painting.,50,1178
train,train_25,simple_svo,passive,The scientist defended a beautiful painting.,A beautiful painting had been defended by the scientist.,50,1179
train,train_25,simple_svo,formalization,The scientist defended a beautiful painting.,It is true that the scientist defended a beautiful painting.,50,1180
train,train_25,with_context,negation,The scientist defended a beautiful painting before the deadline.,The scientist did not defend a beautiful painting before the deadline.,51,1181
train,train_25,with_context,question,The scientist defended a beautiful painting before the deadline.,Did the scientist defend a beautiful painting before the deadline?,51,1182
train,train_25,with_context,future,The scientist defended a beautiful painting before the deadline.,The scientist is going to defend a beautiful painting before the deadline.,51,1183
train,train_25,with_context,uncertainty,The scientist defended a beautiful painting before the deadline.,The scientist might have defended a beautiful painting before the deadline.,51,1184
